N,P,K,ph,temperature,rainfall,humidity,label
55,60,15,7.163043872,32.79766751,64.11411069,68.77994074,blackgram
44,63,15,7.338929556,26.42333018,63.46546487,64.51136845,blackgram
29,67,21,6.621323612,29.79181107,63.02169909,63.38789228,blackgram
47,63,16,6.661870999,27.44003279,72.50669768,67.10464369,blackgram
40,68,17,7.733149554,34.1262979,70.40795007,65.14877461,blackgram
58,61,15,7.402891666,30.94908189,62.78730907,64.23364112,blackgram
41,74,18,6.599147297999999,28.75751783,73.37686831,61.02701476,blackgram
58,79,17,7.04174124,27.24766491,62.31842057,66.10123083,blackgram
27,62,24,7.353876754,28.63005477,62.2737345,66.770943,blackgram
27,60,17,7.0267953589999985,26.41768321,64.42177127,63.64698302,blackgram
52,65,20,6.814301033,32.81705216,68.83924882,66.15665137,blackgram
44,55,25,7.42160832,29.6321052,71.16331975,65.91359954,blackgram
21,62,24,6.8473828910000005,33.49077065,65.45328463,62.73317204,blackgram
60,59,22,7.191522601,31.86847286,74.22238583,66.74217464,blackgram
33,77,21,7.01285529,30.32992227,71.64631281,65.62971858,blackgram
59,58,17,7.368318809,28.546224,62.83469851,66.31394098,blackgram
29,63,17,7.26154329,30.02629908,66.47264636,67.88811637,blackgram
59,63,18,6.52669158,31.65531175,66.69096751,60.13263713,blackgram
29,70,15,6.872594461,30.33499674,74.16699119,63.54718862,blackgram
58,73,16,6.874142175,33.36984395,64.89517488,65.67718163,blackgram
55,77,22,7.76061831,31.4345059,64.77651469,62.99303471,blackgram
42,79,23,6.781841984,27.71678273,68.56507978,63.29103387,blackgram
44,77,21,7.326980454,32.63918668,61.83876146,61.3009051,blackgram
38,62,25,7.453975408,32.7477393,63.37784443,67.77954584,blackgram
32,76,15,7.604110177000001,28.05153602,43.35795377,63.49802189,lentil
13,61,22,7.728832424,19.44084326,46.83130119,63.27771461,lentil
38,60,20,7.491217102,29.84823072,46.80452595,60.63872613,lentil
11,74,17,6.633864582,21.36383757,46.6352865,69.92375891,lentil
37,71,16,7.324863481,26.28663931,46.13833007,68.51966729,lentil
29,71,18,6.410441476,22.17499963,53.46622584,62.13873825,lentil
2,72,18,7.836719564,26.57597546,50.89110726,60.97876599,lentil
6,59,21,6.139215944,26.58972517,50.90994463,66.14007674,lentil
13,64,20,6.590571088,19.1345771,36.46946971,62.57526895,lentil
8,58,17,7.286049977999999,28.75273118,35.15426171,69.15640149,lentil
6,77,20,6.058306161,25.78746268,49.14337177,60.2816298,lentil
2,75,22,6.658605362,23.89271875,52.55730112,61.78779413,lentil
3,69,23,7.299360767,28.67408774,42.96018627,63.18832976,lentil
27,80,24,7.815210661,28.42062847,49.02366803,61.77336343,lentil
39,78,15,5.925391795,21.35499456,41.78219834,62.60136323,lentil
40,79,17,6.403683619,21.12695586,38.71834464,63.18738532,lentil
37,62,22,7.397546271,24.02037872,49.78102578,61.62313345,lentil
31,60,24,7.722335992,25.40474421,51.92057267,65.8567539,lentil
22,67,22,7.475926645,29.03017561,54.93937710000001,64.49166566,lentil
3,78,18,6.887130053,20.21368219,50.89732989,68.65257685,lentil
4,80,16,7.441976825,29.19585548,44.93261911,68.01965728,lentil
13,61,24,7.629910252999999,18.29783597,49.39111479,69.6897615,lentil
12,66,20,7.336117221,27.41434987,44.43177543,63.41785982,lentil
4,61,21,6.75020529,24.84063998,48.77790371,60.09116626,lentil
9,60,21,7.52178027,29.94413861,40.37113729,67.31323084,lentil
18,66,22,6.347379185,25.87990287,47.89645224,67.55109024,lentil
32,56,18,7.135251532000001,20.0467711,46.05333124,65.84395319,lentil
6,72,15,7.670178119,22.99451999,54.49044154,66.70897237,lentil
15,77,20,7.399749291,25.13163619,49.04015558,66.92642362,lentil
0,65,24,7.841496029,28.49584395,53.14531023,62.44616219,lentil
30,79,22,6.254216611,18.28766124,48.60449438,69.48515056,lentil
3,63,16,6.868881707999999,24.38041875,53.13946695,61.18458224,lentil
2,78,23,7.320514721,21.31852148,45.42616802,66.43934593,lentil
10,78,18,6.296976913,18.54141834,44.07819743,62.70637578,lentil
14,67,25,7.241151936,25.28710601,49.37369982,60.85993533,lentil
39,65,23,7.685959305,25.43459777,41.02682925,69.12613376,lentil
19,72,15,6.890760124,28.83600962,44.08562546,69.76112921,lentil
18,57,21,6.155915975,27.37659643,49.47371773,63.93927841,lentil
31,58,15,6.167855382000001,28.31886863,45.36521251,60.19461399,lentil
28,58,25,6.861640036,27.4818649,37.81123974,62.04814951,lentil
5,65,19,6.978361689,18.28072173,48.80253285,68.10365387,lentil
16,65,19,7.043160241,27.61204997,42.72374404,69.29786244,lentil
34,65,19,5.94239222,23.43974653,45.40277297,63.22011726,lentil
14,69,19,7.239455147,20.95628486,52.39881209,63.68128841,lentil
22,55,16,6.516317561,23.7937153,49.73922097,68.03209183,lentil
24,61,17,6.233269045,22.6371424,38.30411077,65.44544859,lentil
2,79,15,7.505283615,21.53577883,35.75107592,65.47227704,lentil
26,63,17,6.950300686,29.87854588,44.95654782,65.73085206,lentil
27,61,15,6.958054839,25.2653291,48.33941188,67.10004577,lentil
24,70,16,6.54803469,25.17885316,35.03484812,68.93307305,lentil
13,74,25,6.461618577,24.12192608,44.23629285,61.09533545,lentil
6,64,23,7.065264073,23.33565221,36.18678721,67.40460704,lentil
12,58,23,6.765091462000001,21.74600081,50.43306085,63.39503184,lentil
32,79,22,5.91645379,27.60195453,54.37814199,63.46170674,lentil
6,68,18,6.711341147000001,24.388717,47.26052494,62.50453062,lentil
10,79,20,6.379881442,24.98287462,38.21370568,66.895409,lentil
38,77,22,6.313284267999999,28.234829,35.36831423,69.3159965,lentil
17,74,17,7.393210848,26.03026959,37.11395801,69.55863145,lentil
26,68,24,7.504930973,28.04849594,37.15824966,64.07691942,lentil
23,75,17,7.198076286,24.87425505,48.28137482,64.00213929,lentil
32,78,22,7.007037515,23.97081395,53.40906048,62.35557553,lentil
19,79,19,6.677262562,20.06003985,42.89509057,67.76252583,lentil
22,60,18,6.74398035,19.59221047,41.7704893,61.28633405,lentil
28,69,16,6.547361617999999,29.77013109,35.69674138,66.29327012,lentil
1,67,21,6.551577598,27.52135365,48.06491307,60.53657684,lentil
12,67,23,6.585020302999999,25.62896213,45.49683991,63.14909763,lentil
36,67,20,6.924042372000001,20.39078312,53.31508572,60.47528931,lentil
28,70,21,7.437373666,25.39038396,39.18374505,60.4989659,lentil
12,71,19,7.142611056000002,24.91079638,42.19740397,60.71367427,lentil
22,68,16,7.74672376,27.70496805,37.46160727,63.20915034,lentil
26,66,22,6.300479414,18.06486101,51.54922825,65.1034354,lentil
16,65,16,6.078724107,18.13027797,50.6128521,62.45851612,lentil
14,59,22,6.76660668,23.82723528,46.90725077,67.89815262,lentil
33,59,19,7.641024177,23.19305333,49.55213308,62.74710773,lentil
21,63,17,6.559681838,25.08966129,41.45486619,68.17543102,lentil
0,69,21,7.072923306,25.86928193,36.68284038,61.88321072,lentil
10,75,17,7.732194787999999,18.43966037,39.00992137,68.05394959,lentil
30,61,18,6.157782589,27.14911056,52.50812701,67.02664337,lentil
0,74,17,7.240988401,23.33375853,47.01510708,64.50515776,lentil
35,74,22,6.898905799,26.7230014,42.87274897,62.96841833,lentil
7,63,24,6.818681086000002,19.55750776,53.04669416,64.45268309,lentil
9,56,17,6.261937875,26.13708256,46.48280681,66.7729209,lentil
14,74,15,6.493036868,27.99990346,49.94043064,65.57653373,lentil
14,76,20,7.042474679,29.05941162,36.5011366,62.10652364,lentil
36,65,16,7.692013657,25.71269843,50.17067771,64.1123333,lentil
28,67,21,6.250994222999999,21.79792649,46.62370222,63.73086065,lentil
28,79,16,6.0521848810000005,24.70626432,53.12442925,60.26854183,lentil
40,61,22,7.002216044,20.94981756,44.23913012,65.8108757,lentil
10,70,19,7.272427638,24.84918386,41.61080544,68.98088448,lentil
12,80,19,5.962001484,21.91041045,36.10211371,65.21662467,lentil
37,77,20,7.080506001,25.93381964,51.02372773,68.70533022,lentil
0,67,22,6.5937983870000005,29.82112112,51.56461082,69.4073209,lentil
7,73,25,7.28805662,27.52185591,45.20841071,63.13215259,lentil
10,56,18,7.32710972,27.99627907,46.10585191,68.6428593,lentil
39,70,15,6.366355781,20.76774783,47.9271552,63.90164154,lentil
26,56,22,7.011121216,23.05276444,52.60285259,60.424786,lentil
9,77,17,6.280725549,21.65845777,38.07659414,63.58337146,lentil
4,59,19,7.621494566,26.25070298,40.8106299,67.62779652,lentil
34,73,15,7.630424082999999,20.97195263,53.10207889,63.83179889,lentil
33,77,15,7.802212437,23.89736406,40.74536757,66.32102048,lentil
2,24,38,5.922935513,24.55981624,111.9684622,91.63536236,pomegranate
6,18,37,5.937649577999999,19.65690085,108.0458926,89.93701023,pomegranate
8,26,36,6.804781106,18.78359608,102.5184759,87.4024767,pomegranate
37,18,39,6.424670614,24.1469628,110.2316633,94.5110662,pomegranate
0,27,38,6.7380162210000005,22.44581266,109.3905998,89.90147027,pomegranate
31,25,38,6.4973666770000005,24.96273236,109.4169192,92.40501423,pomegranate
21,21,38,6.327673765,22.5526059,104.8955643,89.32594859999998,pomegranate
6,30,40,6.36137446,22.77035608,106.9659201,91.45498527,pomegranate
25,27,41,6.9235093710000015,19.20090378,108.0423555,94.27659596,pomegranate
15,11,38,6.630646082999999,23.12808226,109.3930157,92.68328358,pomegranate
14,5,36,5.832525853,24.92639065,104.7693804,85.19098079,pomegranate
16,10,41,6.738993954,24.77464458,105.7595811,85.63608688,pomegranate
36,7,37,5.782435567,19.8671184,108.3168858,86.35590206,pomegranate
4,20,41,6.537042717,24.26601316,104.5375109,93.7974061,pomegranate
29,22,40,6.145104401,23.62600218,107.6836871,89.73266695,pomegranate
16,15,42,6.890784045,19.67832052,108.5468633,89.08935702,pomegranate
18,27,41,7.175344328,22.36509395,104.8216333,92.30882391,pomegranate
11,18,42,5.938528744,21.57936934,102.8593382,94.88267728,pomegranate
5,15,38,5.709380472,18.26233221,108.0756727,88.16779129,pomegranate
18,23,44,6.184400085,23.71028128,105.64999070000002,89.61794165,pomegranate
9,8,40,6.553509673,22.48720144,111.6631582,89.9224883,pomegranate
40,27,45,5.885638185,21.660249800000006,112.4349689,94.79397419,pomegranate
22,23,44,6.1438746910000015,20.13037175,107.3416913,89.31505137,pomegranate
9,16,39,6.101198974,18.41164435,105.1834976,91.11927248,pomegranate
12,29,40,6.594037135,19.68291173,111.2818551,89.75272999,pomegranate
0,17,42,6.8598408210000015,23.20242586,109.0946323,91.19442671,pomegranate
2,21,44,6.56893406,18.92157197,102.8013275,87.31290342,pomegranate
28,6,40,6.769855664,22.10621387,106.8704803,91.34039616,pomegranate
8,23,44,7.130837931,18.47412402,108.4758509,89.68919664,pomegranate
29,16,36,5.7403380020000006,19.81069447,102.860084,88.92944254,pomegranate
17,18,43,5.843005428,24.4880844,103.1969341,90.83687246,pomegranate
34,21,42,6.6486872739999985,18.75927679,111.0196744,89.93457597,pomegranate
21,23,42,6.902751061,19.54128063,104.3739878,90.29751796,pomegranate
25,17,40,6.608023872,18.91251245,111.28005159999998,87.74938524,pomegranate
8,25,36,6.828522375,19.91330523,104.0277061,94.95031368,pomegranate
26,18,42,6.910374919,19.72620525,108.22872759999998,89.64934166,pomegranate
4,19,42,6.306605528,23.83185873,111.2232716,87.84034604,pomegranate
36,24,41,7.009180374,24.94467632,103.8799347,94.25702672,pomegranate
5,24,40,6.2979075789999985,24.692258,104.6735454,93.87030088,pomegranate
19,17,39,6.728599215,24.72485577,111.2787584,85.56083187,pomegranate
39,30,38,6.965156737999999,20.12644921,108.065579,87.59629625,pomegranate
5,29,44,5.578095745,21.02432943,104.7847006,93.0569505,pomegranate
4,24,43,7.199504273,22.40423537,109.8695196,88.1508343,pomegranate
38,21,35,5.841367187,20.33691147,110.9653137,89.38003827,pomegranate
37,11,36,6.710143266,24.24779615,106.9216033,85.56033312,pomegranate
9,25,41,5.972714857000001,24.81530144,109.2853418,91.90842992,pomegranate
29,22,43,5.561851831,19.66329768,106.0380805,87.95158129,pomegranate
5,21,38,6.107054807999999,22.43377991,112.459697,90.3396556,pomegranate
22,26,38,6.988035315,22.92052307,110.2437841,85.12912161,pomegranate
4,18,37,7.13147457,22.91843172,106.2817706,85.40695044,pomegranate
21,6,41,7.086947687,24.88244467,107.1951707,89.39686219,pomegranate
29,21,45,6.749260456,23.40981539,105.2240743,93.13277,pomegranate
23,5,44,7.16300467,21.20725375,107.5660804,94.26304717,pomegranate
13,7,43,7.013481515,18.20230419,109.66239740000002,91.12282162,pomegranate
5,13,37,5.6482436489999985,22.34375696,103.3183074,89.7870345,pomegranate
27,24,41,6.610251186,24.32770134,110.4606459,90.88292835,pomegranate
7,23,35,7.054313822999999,19.75088482,102.5538035,88.71691157,pomegranate
12,20,39,6.026999326,19.86173586,111.0217929,86.19740917,pomegranate
4,19,43,5.7794274020000005,18.07132963,106.3602023,93.14554876,pomegranate
3,9,45,6.535244251,23.89162561,104.617522,89.61850203,pomegranate
1,27,36,5.684995235,23.98598756,104.991282,93.34236582,pomegranate
23,30,44,6.12476108,20.93892916,103.0295938,85.42912869,pomegranate
24,21,42,6.999014379,20.82210727,109.4429934,87.22815682,pomegranate
13,30,37,6.277148771,20.86474944,106.8685636,91.61793636,pomegranate
40,11,44,6.322396027000001,24.45840036,111.3779693,86.10874614,pomegranate
21,9,40,5.956401828,24.51147697,105.6209954,90.64498715,pomegranate
3,27,44,6.591302797000001,24.56811204,110.9633894,92.03009222,pomegranate
40,29,42,7.104094929,24.63228709,110.6956184,89.01574455,pomegranate
14,25,40,6.407872061,20.07386547,103.7084055,90.97819712,pomegranate
38,14,37,6.658402594,21.80523051,102.6488846,94.63612858,pomegranate
34,9,36,6.276038961,22.8122645,110.4432293,86.34233767,pomegranate
32,14,37,6.825256236,22.73031253,104.6843243,88.48567856,pomegranate
18,21,35,6.368560522,23.2801227,111.1382096,94.94330457,pomegranate
8,23,38,7.005410734,19.30106297,105.4766591,87.1775172,pomegranate
15,6,41,6.8973684770000006,19.0087067,108.6793978,88.83768149,pomegranate
0,5,36,6.152906502,24.35193812,105.529185,90.88612388,pomegranate
22,9,44,5.744361602000001,24.72235539,112.1926517,88.87651295,pomegranate
14,8,43,7.051654924,21.92513945,111.71620159999998,94.46485312,pomegranate
31,11,45,6.034612928,24.83954414,107.6435771,86.88738076,pomegranate
39,17,45,6.9244907310000015,18.09691127,104.88188999999998,90.42177379,pomegranate
10,5,42,6.887005997,20.24104904,109.2537734,91.08706822,pomegranate
8,28,38,6.8444019,23.22594,105.6917856,94.42971362,pomegranate
32,13,42,5.786058032000001,23.50128217,106.61905,92.97527546,pomegranate
18,9,40,5.627186257000001,19.44623085,106.1606833,89.02127045,pomegranate
20,27,41,5.700088663,20.51343484,110.5764023,92.51675903,pomegranate
39,25,36,5.567805185,18.90223032,107.6103211,94.99897537,pomegranate
20,7,45,6.077886012,18.90592319,112.4750941,89.24126808,pomegranate
11,10,45,6.397995609,22.63045168,109.0357597,88.45577158,pomegranate
40,18,43,5.767372539,19.38603815,109.91309840000002,86.79058496,pomegranate
3,26,39,7.079973241,24.38318965,103.6012114,91.19431555,pomegranate
9,16,36,5.893332377999999,23.77989026,106.977723,92.93386903,pomegranate
30,20,38,7.058222596,22.59890174,110.0932899,93.16343942,pomegranate
40,9,41,5.78270695,24.37766782,106.128338,85.4017118,pomegranate
40,30,35,6.269663962999999,20.89273273,104.4407083,91.07776977,pomegranate
32,25,35,5.892913826,18.09903225,107.0050976,85.70786282,pomegranate
33,23,45,7.116538883,20.00218987,112.337046,85.83618191,pomegranate
4,14,41,6.430163481,19.85139326,102.8186358,89.80732335,pomegranate
13,17,45,7.159520979,21.25433607,106.2784673,92.65058936,pomegranate
39,24,39,6.431265737,23.65374106,109.8076178,93.32657504,pomegranate
8,28,37,6.082571701,23.88404783,108.3121789,86.20613842,pomegranate
91,94,46,6.149934034,29.36792366,92.82840911,76.24900101,banana
105,95,50,5.849076099,27.33368994,101.0494791,83.67675197,banana
108,92,53,6.276800323,27.40053601,104.9378,82.96221306,banana
86,76,54,5.926824754,29.3159075,90.10978128,80.11585705,banana
80,77,49,5.519088423,26.05433004,113.2297373,79.39654531,banana
93,94,53,6.079178787999999,25.86632408,114.5357503,84.42379269,banana
90,92,55,6.13465588,27.00932084,97.32531705,80.18546798,banana
108,89,53,5.8084976039999985,29.55054817,99.34482238,78.06762846,banana
108,88,55,5.891458107,26.28845991,113.8729798,83.390039,banana
105,77,52,5.8166224789999985,29.16226551,100.0075679,76.16151562,banana
118,88,52,5.8431631610000005,28.65003945,98.75084366,82.68752542,banana
101,87,54,6.376756632999999,29.07311132,100.1692639,76.50045221,banana
95,75,50,5.623615687000001,28.08166093,118.2761894,75.26429821,banana
106,85,53,5.91505509,27.1994597,99.72430835,78.80860679999998,banana
86,95,49,6.458714879,28.05484146,108.3957179,78.04602887,banana
83,79,55,5.565028635,25.14748006,98.66679427,83.34688193,banana
85,95,47,6.211833161,25.94019018,119.84797,78.3422098,banana
109,79,45,6.490074429,27.66752761,108.66464,79.68542782,banana
100,76,45,5.590236025,25.56703012,102.7867717,75.94067692,banana
117,86,48,6.2252252389999985,28.6956201,116.1616839,82.54195839,banana
114,94,53,6.1907574589999985,26.33544853,118.6858263,76.8532006,banana
110,78,50,5.915568968,25.93730186,98.21747528,78.89864446,banana
94,70,48,6.195152442,25.13686519,91.46442491,84.88394407,banana
80,71,47,6.156373499,27.50527651,105.0776992,80.79783998,banana
114,79,51,6.313197204,26.21009246,112.0700033,82.34429458,banana
88,78,45,6.324270089,29.10403455,92.07835761,79.19588629,banana
112,73,48,5.7074889870000005,29.244063800000006,90.66727868,77.32017166,banana
117,76,47,6.119216009,25.56202173,93.10247183,77.38229006,banana
111,87,48,5.571401169,26.3985515,98.16752001,81.36028902,banana
89,83,47,5.63127166,28.09577643,109.5408614,77.79586769,banana
93,91,47,6.101241579,27.84767901,117.2878912,83.31110751,banana
92,81,52,6.438137278999998,27.39341554,94.31102057,81.4654833,banana
105,74,45,6.098369122,25.14517635,119.218154,81.38204104,banana
102,71,48,5.695267822000001,28.65456263,102.4633775,79.28693687,banana
94,91,51,5.6180944460000015,29.16093424,109.575944,76.67484233,banana
116,71,47,6.435785799,27.57278064,91.34276507,82.0638878,banana
117,79,49,6.176644228,25.40909896,112.9794804,82.36208097,banana
119,72,55,6.220643671,25.99069521,112.0777152,83.33983116,banana
99,73,53,5.8717022110000014,26.29039046,118.6730366,81.06003778,banana
91,84,52,6.390741836,29.14827211,117.536781,78.71024836,banana
80,90,47,6.21084479,26.59743595,107.3944717,79.35898915,banana
101,70,48,6.012696655,25.36059237,116.5531455,75.03193255,banana
108,89,53,5.908770059,29.12036889,112.3982055,80.18080728,banana
100,80,52,6.049801781,27.53911354,110.3262123,77.25629897,banana
109,91,53,6.010095852999999,29.66727337,110.2511102,83.51014178,banana
82,78,46,5.738678895,25.05802193,110.4408803,84.97323747,banana
106,70,55,5.74055541,25.86824781,116.3019555,78.52399914,banana
90,86,52,5.793260262,25.85036988,119.08561709999998,81.95580471,banana
83,95,50,5.50947065,26.51682337,108.8547508,77.79913575,banana
119,90,48,5.986442306,28.66725136,118.2583441,79.59242542,banana
107,72,45,5.790768046,28.14938935,91.40508414,81.54448882,banana
116,81,55,5.915546415,26.42313317,95.12322062,83.69950440000002,banana
101,75,50,6.242528277999999,26.59386409,109.9825551,81.40740301,banana
93,81,50,6.0360792660000016,27.71822477,102.2099836,76.57853189,banana
95,75,45,5.829898502000001,28.98333432,109.022564,82.95958244,banana
107,71,55,6.088064451,29.42017919,117.229079,83.96754496,banana
83,94,47,6.469370954,27.39872329,112.1355384,81.10523402,banana
102,73,54,5.720726906,26.4020227,111.0162259,84.41007614,banana
86,79,45,5.80766417,27.81251452,99.20961514,82.69285419,banana
117,86,53,5.703381727999999,25.19640218,115.8586081,83.55829874,banana
111,79,53,6.165001277999999,28.31193338,119.695765,75.77363772,banana
95,74,50,6.002481605,25.90113128,110.10323,80.47152737,banana
91,75,55,6.212369363,27.48612983,109.2768851,76.11239849,banana
93,83,46,5.765308943,29.38254012,109.2486647,83.50423735,banana
92,85,51,5.740764682000001,29.22118628,108.8616474,81.08183635,banana
104,80,54,5.879119455,27.09062164,110.1331182,81.33506906,banana
103,72,51,6.099478745,26.12643374,104.4812858,81.81365007,banana
92,75,45,5.6744033589999985,29.01207743,90.43495443,77.95192527,banana
93,85,49,5.694243847,27.96799119,119.4765557,79.28625709,banana
120,87,52,5.905494703,28.0764455,118.99235729999998,76.05522115,banana
108,72,46,6.110844721,25.16278237,90.94554618,84.97849241,banana
105,88,54,6.020445317,25.78749808,114.2005455,84.51194224,banana
98,79,50,6.435917308,25.34119774,91.06493353,84.47321314,banana
111,88,55,5.505393832999999,29.44795403,96.45042585,78.34971537,banana
97,74,45,5.677719902000001,26.47522633,113.1161095,78.51833782,banana
95,82,48,5.719014989,27.39489579,92.78133617,83.31172003,banana
89,91,55,6.275572297999999,25.08347445,94.32961456,80.26173100000003,banana
89,85,55,6.275384607,26.671983500000003,91.73358569,76.48541655,banana
118,88,51,6.201911642000001,25.44926208,100.6619171,79.49221962,banana
101,92,45,5.758054257,28.22776705,98.00403016,80.64303840000002,banana
99,92,47,6.3239336470000005,28.127950899999995,103.5045395,77.48247073,banana
82,77,46,5.901100841,28.9470467,95.83016448,82.1888998,banana
90,86,55,5.644486582000001,27.96236771,97.55986676,84.15403614,banana
95,88,52,6.235461772000001,28.00316034,94.68180316,78.90085998,banana
104,73,46,6.28236237,29.1400919,90.45142867,80.1190228,banana
102,73,52,6.356090905,27.9122104,90.24211529,83.36307683,banana
100,74,52,5.837258235,25.43480512,96.47800391,81.53977797,banana
94,89,48,5.653437902,28.55980972,111.0843029,84.51602322,banana
99,70,46,5.727469947,26.59580783,100.5123341,82.99556744,banana
112,87,48,6.200111067999999,27.19711623,99.46950465,77.39706290000002,banana
117,82,45,5.614471478,25.29391516,105.4220251,79.29122198,banana
96,86,51,6.257369799,29.90888522,91.99964712,76.98740841,banana
113,85,45,6.037430836,27.94972463,109.0921631,76.63713353,banana
105,93,46,5.760457558,25.01018457,108.3690513,78.76260938,banana
85,89,51,6.1581644220000005,29.21144871,108.5501443,84.70189923,banana
108,94,47,6.387431382999999,27.35911627,90.81250457,84.54625006,banana
92,81,52,5.891413895,28.0106804,103.7040783,76.52808057,banana
110,71,54,5.725418961,28.67208915,94.37987496,82.20793613,banana
82,75,55,6.281069505,27.34585147,92.15524332,78.48738349999998,banana
117,81,53,5.507641777999999,29.50704598,98.12565829,78.20585613,banana
2,40,27,5.954626604,29.73770045,90.09586854,47.54885174,mango
39,24,31,4.757114897,33.55695561,98.67527561,53.72979826,mango
21,26,27,5.6995869720000005,27.00315545,95.85118326,47.67525434,mango
25,22,25,5.977413802999999,33.56150184,95.70525913,45.53556603,mango
0,21,32,6.430139436,35.89855625,92.19721736,54.25964196,mango
20,19,35,6.113935087000001,34.17719782,98.00687989,50.62161586,mango
19,21,34,5.074272692,30.01592643,97.72843182,53.19212381,mango
18,17,31,5.667507706,31.74592134,93.75441586,45.16127859,mango
11,36,33,5.978634285,35.99009679,95.3713484,52.22780489,mango
30,28,30,5.064613314,31.86641378,98.46768642,52.19331595,mango
18,19,27,4.772385986000001,27.75518664,94.11213345,52.34605806,mango
23,23,27,5.161148592,34.72413192,97.31258083,51.4271781,mango
37,30,34,6.797779227,27.53907547,99.35408185,53.63549533,mango
11,27,30,6.39474303,27.69637763,89.85646496,48.56224879999999,mango
12,19,31,5.566704378,27.25373364,91.87312479,52.66319725,mango
3,28,33,5.755049971,30.33723921,94.42850522,48.88704844,mango
37,38,32,5.417340525,31.85744939,91.55845821,45.53106268,mango
26,37,30,6.1661738339999985,35.39986338,97.41054011,49.45962621,mango
14,18,30,5.191265116,29.80747243,95.74606104,52.13797867,mango
40,16,35,4.954739564,34.16438906,98.33351125,54.16482251,mango
4,20,25,5.664587011,28.93270187,99.9834242,47.94053996,mango
36,25,33,5.548584852,27.98392787,99.61465679,53.33018851,mango
30,17,31,6.804437106,31.20478173,94.62954663,54.49960506,mango
28,37,28,6.097869767000001,32.13409675,98.63333684,50.52559148,mango
38,15,30,5.075504537,28.91862016,97.01331604,48.13974548,mango
12,37,30,4.546466109,31.09779147,90.28624348,47.41196659,mango
38,19,31,5.855119267999999,34.73823882,90.65022183,49.08864345,mango
8,33,29,6.442393461,29.98080499,91.82271568,49.48613279,mango
15,27,28,4.507523551,33.80398664,90.82549241,46.12866113,mango
34,16,25,6.10729559,30.07202564,92.09609766,50.96040505,mango
11,36,31,6.47544932,27.92063282,100.2585673,51.77965917,mango
33,29,34,6.8329795089999985,31.40948821,92.99739415,49.21729127,mango
12,31,26,5.395275719,35.7877738,100.2160615,51.94190321,mango
12,34,28,6.13526938,33.36140093,98.81596545,45.02236377,mango
5,16,31,4.555688532,35.96054636,98.00644238,48.69677802,mango
1,30,29,6.4341977560000005,28.33333307,91.67241761,51.39586505,mango
16,35,31,5.316875978000001,32.27652024,95.99487068,50.19368841,mango
35,18,26,5.279388967,31.99490489,97.38741498,50.84881347,mango
4,40,26,6.720041791,27.58258929,95.8445641,48.56916221,mango
9,29,34,5.72742254,29.38471637,100.8124659,45.88744691,mango
2,38,33,4.691396195,32.38697531,90.21633216,53.2328243,mango
26,32,32,6.810186079,30.91471455,90.14047759,49.92963856,mango
34,38,31,6.454045329,35.37775595,97.41586402,45.58110023,mango
5,32,33,5.842763773,32.32362177,93.36718816,52.58967710000001,mango
31,29,26,5.024124683999999,28.22373428,97.76832322,47.40519056,mango
34,34,35,6.422710539,27.27433181,95.257992,47.16808054,mango
36,19,32,4.94295037,27.10710832,92.37238878,50.70880979,mango
7,17,26,6.414526606,34.89226666,91.63074547,48.75613373,mango
38,15,27,6.777788126,33.7462686,92.26439205,48.50387598,mango
5,19,25,6.441328044,27.351105600000004,96.27792547,54.43945147,mango
37,36,26,4.650536197,32.89300162,94.49161372,52.61323969,mango
21,31,32,5.254532213,35.38598705,90.29643888,51.42664176,mango
37,36,27,5.910634533,27.552973600000005,90.40332704,47.90859131,mango
23,23,30,4.755273631000001,32.82141065,90.89173106,47.45553843,mango
36,26,26,6.814630246,30.17294105,95.23444287,51.0845903,mango
24,33,35,5.342866119,29.26382931,100.7586226,54.82257868,mango
26,18,30,6.3362346239999985,32.06097197,96.59816497,51.08494181,mango
22,17,26,4.754435025,28.69818144,99.642454,47.71875722,mango
11,34,32,6.831706773,29.14305008,97.55155537,49.40983294,mango
29,35,28,6.9674177660000005,28.347161100000005,90.40260445,53.53903102,mango
22,28,26,4.947683034,27.67256197,92.84991507,45.41692012,mango
23,24,32,5.630619901,28.1218093,93.30247448,46.16888595,mango
1,35,34,6.27339822,30.79375683,92.21318555,46.69536813,mango
2,24,34,6.472774648,28.89409382,94.76322976,54.80750249,mango
39,37,25,6.953246506,33.33024826,98.28583013,45.61143594,mango
15,36,27,5.6437102160000014,27.78912455,91.01152997,53.96886679,mango
3,18,31,6.392313972999999,31.65333432,91.09745581,48.20662669,mango
8,38,32,4.981816523,29.75150773,91.405983,46.73723302,mango
33,31,34,5.421265282999999,31.32995611,89.78216168,50.22287593,mango
14,29,32,6.942520105,35.63627319,97.51952041,48.97047762,mango
18,20,26,5.435840509,31.66524687,89.98024312,51.98594645,mango
9,21,32,5.870116071,32.26935342,95.94035356,53.56092806,mango
20,30,27,4.74910393,27.81005614,95.89898581,51.59445462,mango
9,38,25,5.497946899,34.58561471,100.3060719,50.34035336,mango
26,24,34,6.811291098,31.27180992,89.74409017,52.23810152,mango
31,36,29,6.460542749,33.93679864,97.4611918,52.72170281,mango
14,18,35,4.791146778,31.09154239,91.46664318,47.02058367,mango
40,16,35,6.4841522000000005,31.89356292,89.59371481,49.02450149,mango
